URL,Title
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/16b97fcb-4833-4f66-8531-a9a700f161b6/1,النظام الأساسي للحكم
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/b5cf540a-e6ac-426a-b348-a9a700f163de/1,نظام مجلس الشورى
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/93e87aa7-f344-4711-b97c-a9a700f1662b/1,نظام مجلس الوزراء
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/93f81644-fbbc-49ca-b33c-a9a700f16701/1,نظام المناطق
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/3213c2f6-eaf8-45dc-8f8c-a9a700f167ee/1,نظام هيئة البيعة
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/83431376-5cf3-4374-875a-a9a700f16985/1,نظام الإذاعة الأساسي
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/0057fd8d-8ad4-48f9-b02f-a9a700f16a48/1,نظام دارة الملك عبد العزيز
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/a4d3a985-a838-47e8-977e-a9a700f16c1c/1,نظام الوثائق والمحفوظات
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/bdf15375-52e6-4c94-9153-a9a700f16cc3/1,نظام المركز الوطني للوثائق والمحفوظات
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/fe1771f7-158f-4570-9bb1-a9a700f16dec/1,نظام مكتبة الملك عبد العزيز العامة
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/ecaaec43-8ff9-46b8-b269-a9a700f16e66/1,نظام المطبوعات والنشر
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/c385b62c-c635-484c-afa1-a9a700f16fe1/1,نظام المؤسسات الصحفية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/67d159e6-ee98-4efc-a2ee-a9a700f17083/1,نظام حماية حقوق المؤلف
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/891a3908-3c1b-4b06-85ac-a9a700f17132/1,نظام مكتبة الملك فهد الوطنية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/dc90bcd7-26fe-44c0-a40d-a9a700f17216/1,نظام الإيداع
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/77d77bae-afbb-4481-a1cd-a9a700f1744b/1,نظام عقوبات نشر الوثائق والمعلومات السرية وإفشائها
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/ed5fdbc0-c183-4a8a-a8b7-a9ed004b5900/1,نظام الإعلام المرئي والمسموع
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/f935b20b-e275-4f4f-9441-acad00e22fdb/1,نظام صندوق التنمية الثقافي
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/c1878d16-7ce0-4710-993b-a9a700f17ac5/1,النظام الجزائي لجرائم التزوير
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/f5b4288e-5625-4cf3-8ce8-a9a700f17bf9/1,نظام جوازات السفر السياسية والخاصة
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/19945fe2-e690-4b24-9ab0-a9a700f17d03/1,نظام السجن والتوقيف
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/ebd54fd4-fb61-458b-a837-a9a700f17e56/1,نظام عقوبات انتحال صفة رجل السلطة العامة
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/75e963c8-9ff3-4d10-88a4-a9a700f17f21/1,نظام مكافحة الرشوة
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/e29f08fa-d53e-4944-b22b-a9a700f17fd9/1,نظام وثائق السفر
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4a8842df-9cd1-4ee7-bf97-a9a700f180d4/1,نظام مكافحة غسل الأموال
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/221b3286-a3c6-4ea4-97c7-a9a700f18273/1,نظام مكافحة المخدرات والمؤثرات العقلية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/a05632b0-ac19-4659-af2a-a9a700f18337/1,نظام المتفجرات والمفرقعات
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/85364e57-c01e-41ba-8def-a9a700f183e9/1,نظام المرور
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/d9f183b6-3afc-4405-834f-a9a700f18571/1,نظام الجنسية العربية السعودية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/8a1799f2-3cd4-4619-b2ce-a9a700f18741/1,النظام الجزائي الخاص بتزييف وتقليد النقود
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/f62643d0-eff3-43c2-8629-a9a700f18812/1,نظام استبدال الغرامة بالحبس
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/871b7db0-6d40-4380-90a1-a9a700f188c7/1,نظام أمن الحدود
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/f09eda85-7150-4803-b87a-a9a700f189f3/1,نظام الدفاع المدني
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/7e2b99b1-0e84-4dd1-90c7-a9a700f18cdf/1,نظام الأحوال المدنية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/51c9a546-fc5e-4607-ba34-a9a700f19012/1,نظام الحراسة الأمنية المدنية الخاصة
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/a445af93-671f-496b-818a-a9a700f19150/1,نظام الأسلحة والذخائر
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/2640f5ff-1f7b-49fc-a57c-a9a700f192c9/1,نظام مزاولة نقل النقود والمعادن الثمينة والمستندات ذات القيمة
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/76988d51-8339-42a8-97d1-a9a700f194dc/1,النظام الأساسي لمركز المعلومات الجنائية لمكافحة المخدرات لمجلس التعاون لدول الخليج العربية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/ad0354f7-9756-4a4e-8948-a9a700f19705/1,نظام نقل معلومات المتعاملين مع المنشآت الخاصة إلكترونياً إلى مركز المعلومات الوطني في وزارة الداخلية (نظام شموس الأمني)
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/6c421c5c-c137-442e-a854-b12200c46ffe/1,نظام حماية المبلغين والشهود والخبراء والضحايا
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/57694209-3eed-46c7-a5d8-a9ed012761d4/1,نظام مكافحة جرائم الإرهاب وتمويله
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/f9de1b7f-7526-4c44-b9f3-a9f8015cf5b6/1,نظام مكافحة جريمة التحرش
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/469689de-5af0-4c28-b96c-b05a008bdda3/1,نظام استخدام وحماية شارة واسم الهلال الأحمر وما في حكمهما
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/0657dfce-95f8-463a-9d87-aa3900ec7b51/1,نظام مكافحة غسل الأموال
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/5e9762df-2b15-4e66-8cdc-aa5200f62042/1,نظام الإقامة المميزة
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/9b461caf-dc11-46bd-a8fd-ac74009a8724/1,نظام خدمة الأفراد
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/905e11b3-4d66-496c-9c1b-ad240106367f/1,نظام مكافحة الاحتيال المالي وخيانة الأمانة
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/61fa8a49-aa1b-49ed-b9ad-adaa00dc6272/1,نظام مكافحة التسول
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/b7cfae89-828e-4994-b167-adaa00e37188/1,نظام حماية البيانات الشخصية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/2716057c-c097-4bad-8e1e-ae1400c678d5/1,نظام الإثبات
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/f3a44a6f-9217-478b-b7ca-af3401391514/1,نظام استخدام كاميرات المراقبة الأمنية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/b19a8aa6-7b50-43f0-ab8c-a9a700f1a446/1,نظام الوكالات التجارية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/2541255e-9e5b-4393-a8b0-a9a700f1a596/1,نظام صندوق الاستثمارات العامة
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/cf510039-d022-421f-9901-a9a700f1a8a0/1,نظام محلات بيع المركبات الملغى تسجيلها
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/95a6369d-d712-4028-842e-a9a700f1a957/1,نظام البيانات التجارية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/3ec4414f-2ec5-48b1-bcb4-a9a700f1aa2b/1,نظام العلامات التجارية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/3e1de77d-3cd1-44d8-b174-a9a700f1ab06/1,نظام الهيئة السعودية للمهندسين
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/50924f95-f74e-430e-820c-a9a700f1abfa/1,نظام السوق المالية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/3e3c6fc3-9a45-4a0e-b28e-a9a700f1ad14/1,نظام مراقبة شركات التأمين التعاوني
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/7b6436fd-e7c0-4a51-afcc-a9a700f1ae15/1,نظام الرهن التجاري
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/6b615a05-f637-41cf-8419-a9a700f1afd7/1,نظام المنافسة
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/3ab82e3c-de46-4463-a939-a9a700f1b2af/1,نظام المشاركة بالوقت فى الوحدات العقارية السياحية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4763eb94-047b-46f1-9697-a9a700f1b7ed/1,نظام الأوراق التجارية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/7017dc70-15bb-4137-b87d-a9a700f1b950/1,نظام الصندوق السعودي للتنمية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/737705df-17ad-42b0-9094-a9a700f1bb61/1,نظام الغرف التجارية والصناعية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/05690bd6-2c75-4b65-a148-a9a700f1bccf/1,نظام الدفاتر التجارية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/56195fdf-46c2-44f0-88e5-a9a700f1be50/1,نظام المحاسبين القانونيين
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/0bff0fae-8247-4b15-b514-a9a700f1bf3a/1,نظام السجل التجاري 1416
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/3c49febc-f33e-4da9-97f7-a9a700f1c1e9/1,نظام الأسماء التجارية 1420هـ
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/109578cc-5c5c-42a9-9bae-a9a700f1c2a8/1,النظام الأساسي لهيئة المحاسبة والمراجعة لدول مجلس التعاون
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/f95138ff-0892-49b0-921c-a9a700f1c37f/1,نظام براءات الاختراع لدول مجلس التعاون لدول الخليج العربية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/6cfde53b-e803-49be-b2c6-a9a700f1c434/1,نظام براءات الاختراع والتصميمات التخطيطية للدارات المتكاملة والأصناف النباتية والنماذج الصناعية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/746f3ff2-0c3a-4b60-aac2-a9a700f1c4e8/1,النظام الأساسي لهيئة التقييس لدول مجلس التعاون لدول الخليج العربية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/0da0543b-72bf-4405-98f3-a9a700f1c593/1,القانون (النظام) الموحد لمكافحة الإغراق والتدابير التعويضية والوقائية لدول مجلس التعاون لدول الخليج العربية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/64aee787-4618-4979-b4d8-a9a700f1c647/1,نظام استيراد المواد الكيميائية وإدارتها (نظام إدارة المواد الكيميائية)
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/c58ba10c-4e89-4c06-98d7-a9a700f1c706/1,النظام التجاري (نظام المحكمة التجارية)
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/cad66e4d-38d3-4baa-8049-a9a700f1e7a8/1,نظام المقيمين المعتمدين
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/d93b5ced-1adb-494d-85fd-a9a700f1e817/1,النظام الأساسي للمركز الإحصائي لدول مجلس التعاون لدول الخليج العربية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/b2d0decd-a691-45b9-9af0-a9a700f1e86f/1,قانون (نظام) العلامات التجارية لدول مجلس التعاون لدول الخليج العربية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/ebb751a1-6f0b-4595-9736-a9a700f1f47b/1,نظام مزاولة المهن الهندسية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/f98f4238-0289-4891-8a22-a9a700f1f538/1,نظام ضريبة القيمة المضافة
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/68204119-84f1-4789-8fad-a9ec014c3788/1,نظام الإفلاس
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/52da052e-9de3-4ead-abbf-aa3f00ef5083/1,نظام صندوق الاستثمارات العامة
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/e3605c0d-ef87-4cff-b5da-aa3f0102bbb4/1,نظام المنافسة
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/360de590-0286-4fa5-a243-aa9100c31979/1,نظام التجارة الإلكترونية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/24c563f9-7292-49c8-b0fb-aa9800b999f1/1,نظام المنافسات والمشتريات الحكومية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/e7bd6fcc-c29c-4696-8032-aae9009b113a/1,نظام الرهن التجاري
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/af2a6b93-51dd-4f16-b781-aafd00d9fbbc/1,نظام الامتياز التجاري
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/e2c00ba7-2af3-41fa-a1ab-ab9f00af1dec/1,نظام ضمان الحقوق بالأموال المنقولة
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/bf9e0aae-6df6-4785-a305-ac2300bd0856/1,نظام مكافحة التستر
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/85eb2897-bec6-4c0c-b1d7-ac7c008ec09c/1,نظام مكافحة الغش التجاري
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/fb3e69e4-84a6-45b4-85d6-ac8c00cb3d67/1,نظام الغرف التجارية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/82b804f6-0075-47c2-a772-acc4002f8b3e/1,نظام معالجة المنشآت المالية المهمة
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/6435e205-a7ae-4a8c-9580-ad0000b6bef2/1,نظام مهنة المحاسبة والمراجعة
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/8af67ec1-6776-4f67-abb4-ad0900eadf2f/1,نظام التخصيص
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/66eccea3-fc1c-471f-bcfa-ad9d009a7ec0/1,نظام تصنيف المقاولين
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/c4af9503-d0f4-4d07-a7c3-add500a67d0c/1,نظام المدفوعات وخدماتها
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/a8376aea-1bc3-49d4-9027-aed900b555af/1,نظام الشركات
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/2ed6dfe1-d66e-41c8-bdf6-af4800cb050d/1,نظام بنك المنشآت الصغيرة والمتوسطة
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/319fe343-cafd-4638-bc7d-af5e00b16b6b/1,نظام المعاملات التجارية في التجارة الدولية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/8799f302-3ad8-41ae-a8d8-b11d008a40f6/1,نظام صندوق البنية التحتية الوطني
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/c487b0ff-8e52-442d-bf62-b1cd009fdc57/1,نظام المواصفات والجودة
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/7f147afb-5a81-4744-a4bf-b1cd00b831ea/1,نظام سلامة المنتجات
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/eda86cc3-3a00-4b90-900d-b1d000c8a863/1,نظام الاستثمار
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/ad9ed861-70e6-4d31-9268-b20400d68915/1,نظام القياس والمعايرة
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/d0e0ea69-e88b-471a-9773-b20900a51be6/1,نظام السجل التجاري
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/d4801a45-7f76-4414-bdca-b20900db6fc4/1,نظام الأسماء التجارية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/9ba0d5dc-2dc4-4b71-b979-a9a700f1f5fd/1,نظام الأوسمة السعودية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/e1fd0b90-ced3-4402-ad60-a9a700f1f755/1,نظام الميداليات المدنية والعسكرية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/03de5462-eda0-4dd6-9efa-a9a700f1f802/1,نظام العلم للمملكة العربية السعودية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/b3f0cb3a-6338-4995-91d7-a9a700f1fad2/1,نظام معهد الدراسات الدبلوماسية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4033de9e-45f5-406f-9b3c-a9a700f1fbf0/1,نظام مدينة الملك عبد العزيز للعلوم والتقنية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/a6843359-3237-4553-8271-a9a700f1fcda/1,نظام مجلس التعليم العالي والجامعات
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/dbc3e41b-e877-48f2-a213-a9a700f1fdab/1,نظام إنتاج المواد التعليمية المساعدة وتسويقها
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/7797548e-f8c5-4042-a383-a9a700f1fe68/1,نظام معهد الإدارة العامة
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/f457818f-2d89-4339-b7e7-a9a700f1fff2/1,نظام تعليم الكبار ومحو الأمية في المملكة العربية السعودية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4db42334-ba00-47bf-b9f9-a9f4016e0ac1/1,النظام الأساس لجمعية الكشافة العربية السعودية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/8ee74282-7f0d-49ff-b6ee-aafc00a3d801/1,نظام الجامعات
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/c3825760-995a-4f0e-83ca-af230115f2f5/1,النظام الأساس لجامعة الملك سعود (مؤسسة أكاديمية مستقلة غير هادفة للربح)
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/23b12c1f-6823-4759-982e-a9a700f2031a/1,نظام الأئمة والمؤذنين وخدم المساجد
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/c57d7f19-9b3e-4161-bb91-a9a700f203fb/1,نظام نقل الحجاج إلى المملكة وإعادتهم إلى بلادهم
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/f55f0003-8b87-4ff0-8f0f-a9a700f20578/1,نظام خدمة حجاج الداخل
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/962235c2-9fa8-4c1a-b835-aa6400dd851e/1,نظام مقدمي خدمة حجاج الخارج
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/ece2f7dc-db78-4ba4-a9e4-a9a700f20da3/1,نظام الطرق والمباني
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/3563a355-6ff9-4296-af66-a9a700f20e70/1,نظام الإحصاءات العامة للدولة
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/0fceb9eb-d143-4d87-8a47-a9a700f20f2e/1,نظام تعداد السكان العام
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/81bd35e9-ee8d-47bf-97c7-a9a700f2100a/1,نظام التصرف في العقارات البلدية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/76ad693d-d427-4de8-8980-a9a700f210be/1,نظام صندوق التنمية العقارية1394هـ
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/e5f63d07-7de5-4a4d-a02f-a9a700f21187/1,نظام البلديات والقرى
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/70405759-cf34-4260-a81e-a9a700f21241/1,نظام حماية المرافق العامة
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/753d7ffc-5e18-4f36-818d-a9a700f213a1/1,نظام تملك غير السعوديين للعقار واستثماره
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/c104908b-d32d-411a-b71e-a9a700f214b0/1,نظام ملكية الوحدات العقارية وفرزها
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/eb5cc9e3-b938-42db-b375-a9a700f2156b/1,نظام التسجيل العيني للعقار 1423هـ
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/9cff56dc-09be-45e1-a736-a9a700f218db/1,نظام الأنشطة المقلقة للراحة أو الخطرة أو المضرة بالصحة أو البيئة
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/25450917-e26c-4532-a75f-a9a700f21996/1,نظام نزع ملكية العقارات للمنفعة العامة ووضع اليد المؤقت على العقار
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/de0a2f61-27e3-47fa-a710-a9a700f21a67/1,نظام إدارة النفايات البلدية الصلبة
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/1dd4c3d4-f4e9-4c15-852f-a9a700f21cab/1,نظام إجراءات التراخيص البلدية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/9da91b16-62ba-41d8-b6f7-a9a700f21d07/1,نظام المجالس البلدية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/6932e745-0f61-4f25-9e4a-a9a700f21d6b/1,نظام رسوم الأراضي البيضاء
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/cfc97985-4a9f-4012-832b-a9a700f21ed2/1,نظام تطبيق كود البناء السعودي
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/2d8aa57a-3b29-438e-a686-acae00b6728d/1,نظام صندوق التنمية العقارية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4d5bda56-cc0d-4b16-a025-ad9d00b281ab/1,نظام إدارة النفايات
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/c9756bfb-ff81-4226-a820-ae8200dc074c/1,نظام التسجيل العيني للعقار
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/f1bfd1f1-0c50-468e-b9a5-aeee008e493a/1,نظام الوساطة العقارية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/220f5444-31ee-4132-8712-aeee00ac1ba3/1,نظام استئجار الدولة للعقار
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/5efb6f40-d859-47e6-9c8a-b04500943ecc/1,نظام المساهمات العقارية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/d19fbfe8-6517-4e8b-b06a-b09000cefe1b/1,نظام ملكية الوحدات العقارية وفرزها وإدارتها
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/99613e6a-6b85-423c-87af-b0ec00b4633e/1,نظام بيع وتأجير مشروعات عقارية على الخارطة
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/eef585a5-c63a-4906-a951-b208009b3eff/1,نظام ضريبة التصرفات العقارية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/0838afd4-ca76-4b4a-b1d1-a9a700f22afd/1,نظام التقاعد العسكري
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/e36e899b-f29b-4db0-8b71-a9a700f23065/1,نظام الكليات العسكرية
https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/11d3d5b0-dddf-443a-9851-a9a700f23208/1,نظام مجلس الخدمة العسكرية
